﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:0Q4fqnPKrbOT6HYDhlvbNw","Wide Open Space","Mansun","Attack of the Grey Lantern","1","2","271133","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:24:25Z"
"spotify:track:0uTZHMfFWsCDZgUbE1GE8Y","Ladykillers","Lush","Lovelife","1","1","194160","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:24:27Z"
"spotify:track:1Xo5IcDLNOEpcB1RM4mBNF","Moving","Supergrass","Supergrass","1","1","266226","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:24:28Z"
"spotify:track:0txLC5NA64M8siGn3mnET0","Do You Remember The First Time?","Pulp","His N Hers","1","8","262826","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:24:30Z"
"spotify:track:6L4fEE9awoUnSEy1bmQebb","Country House - 2012 Remastered Version","Blur","The Great Escape [Special Edition]","1","2","236960","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:24:31Z"
"spotify:track:5J7l2wE9wxqod7xIP0jyAB","She Said","Longpigs","The Sun Is Often Out","1","2","264066","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:24:33Z"
"spotify:track:57iDDD9N9tTWe75x6qhStw","Bitter Sweet Symphony","The Verve","Urban Hymns (Remastered 2016)","1","1","357266","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:24:38Z"
"spotify:track:2MjYMvn7PlS4HAE1EtP7BJ","Rocks","Primal Scream","Give Out But Don't Give Up","1","2","217373","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:24:39Z"
"spotify:track:6T4bhFMhYY9IAGdLsp5SiS","Daydreamer","Menswear","Nuisance","1","5","136573","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:24:41Z"
"spotify:track:4041m5Nr5GuEaqDSq9wjXa","Hush","Kula Shaker","Kollected - The Best Of Kula Shaker","1","9","174786","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:24:43Z"
"spotify:track:4IFC2bM8SquqQYOu9tiQ8C","Chasing Rainbows","Shed Seven","Let It Ride","1","10","265133","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:24:44Z"
