﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:77b1v5Vohuobvvu61VrhKR","The Sidewinder","Lee Morgan","The Best Of Lee Morgan","1","2","626666","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:09:44Z"
"spotify:track:2JITVZu8o6ls9k8SoMRy7w","Footprints - Remastered","Wayne Shorter","Adam's Apple (Rudy Van Gelder Edition)","1","4","449773","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:09:46Z"
"spotify:track:4ow1XH4hwe3yOGXG2eTTTY","Stolen Moments","Oliver Nelson","The Blues and the Abstract Truth","1","1","525613","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:09:47Z"
"spotify:track:16Po3i2Kcsy74jz0lp6fdJ","Love For Sale - Remastered","Cannonball Adderley","Somethin' Else (Rudy Van Gelder Edition)","1","2","424640","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:09:49Z"
"spotify:track:644zdVPhE3YFFnAom35JGi","Four","Miles Davis Quintet","Workin' With The Miles Davis Quintet","1","2","430066","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:09:51Z"
"spotify:track:3KUSSxjujFcEGhnsm0qeDo","Recorda Me","Joe Henderson","Page One","1","4","361773","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:09:52Z"
"spotify:track:16nJl8NnriCJxraco5Zssm","Better Git It in Your Soul","Charles Mingus","Ah Um","1","1","440840","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:09:54Z"
"spotify:track:1xicvSO4CJ2ymqYgpk7DFh","Milestones","Miles Davis","Milestones","1","4","342066","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:09:55Z"
"spotify:track:1hVRTl4yhWmGW7ImZoO22e","Naima","John Coltrane","Giant Steps (Deluxe Edition)","1","6","258266","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:09:56Z"
"spotify:track:2f5K3c9pfppNFVZnioD4Me","Au Privave - Take 2","Charlie Parker Quintet","Swedish Schnapps + The Great Quintet Sessions 1949-51 (Vol. 5)","1","8","158200","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:10:06Z"
"spotify:track:16KZuJfRKqMZQvmOibsVqX","Solar","Miles Davis Quintet","Walkin'","1","3","282866","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:10:07Z"
