﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:6PniMs08lEakpuRp2nsMGv","Asesina - Original mix","Brytiago, Darell, Barloe Team","Asesina","1","1","187254","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:29:28Z"
"spotify:track:79zvVrn65ksbiGQxrtV4I5","Guaya Guaya","Don Omar","The Last Don II","1","2","193612","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:29:31Z"
"spotify:track:6ezcjhdV8B3xkzACi81bRv","Bonita (Down 4 Me Remix) [feat. Kevin Roldan]","Jhoni The Voice, Kevin Roldan","Bonita (Down 4 Me Remix) [feat. Kevin Roldan]","1","1","196363","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:29:32Z"
"spotify:track:32lm3769IRfcnrQV11LO4E","Bailando - Spanish Version","Enrique Iglesias, Descemer Bueno, Gente De Zona","SEX AND LOVE (Deluxe)","1","3","243413","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:29:34Z"
"spotify:track:7dx0Funwrd0LRvquDFQ8fv","Lumbra","Cali Y El Dandee, Shaggy","Lumbra","1","1","197086","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:29:37Z"
"spotify:track:1Kgyx7NLtzsa3gWV1efGHu","Sexy Movimiento","Wisin & Yandel","Wisin Vs Yandel "Los Extraterrestres"","1","9","209680","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:29:39Z"
"spotify:track:4qknM1pQz53QOyfDVTjcM9","Me Enamoré","Shakira","El Dorado","1","1","226893","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:29:41Z"
"spotify:track:5W83ErFkO3aKAIS1WMi6u0","Secreto","Anuel Aa, Karol G","Secreto","1","1","258800","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:29:44Z"
"spotify:track:6sHBvzRsuGunQTfCk18KXi","Bailando por Ahi","Juan Magán","The King Of Dance","1","14","180453","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:29:46Z"
"spotify:track:4QtiVmuA88tPQiCOHZuQ5b","1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes, Jason Derulo, De La Ghetto","1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1","1","201526","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:29:48Z"
"spotify:track:534weu3DIwV9UELLTGanOC","Regalame Una Noche","J Alvarez, Arcangel","El Movimiento: The Mixtape","1","5","249826","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:29:50Z"
"spotify:track:31M5m42C3EGlbydf9XB5to","Duro y Suave","Leslie Grace, Noriel","Duro y Suave","1","1","207720","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:29:54Z"
"spotify:track:23YEpFgAVvr0w3cDm7EQ1Q","Prrrum","Cosculluela","El Principe (Ghost Edition)","1","5","238475","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:29:55Z"
"spotify:track:2FkfBkpwDdtEGqyyOtpghT","Ruleta Rusa","Kevin Roldan","The Beginning","1","1","218173","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:29:56Z"
"spotify:track:6thg9w8KTc9RvMWK8jnxNW","Una En Un Millón","Alexis y Fido","Una En Un Millón","1","1","208840","spotify:user:w1ng7yyk1jrq73rojqcwsth3s","2019-06-01T07:29:59Z"
